Ime;Višinska_razlika;Zahtevnost;Čas
Špiček (Špečk);370;lahka neoznačena steza;1 h 10 min
Špiček (Špečk);160;lahka označena pot;45 min
Špilnik;293;lahka označena pot;40 min
Špilnik;189;lahka označena pot;30 min
Srednja gora (Hrušica);500;lahka označena pot;1 h 30 min
Srednja gora (Hrušica);550;lahka označena pot;1 h 45 min
Srednji Golak;550;lahka označena pot;1 h 50 min
Srednji Golak;265;lahka označena pot;1 h 15 min
Srednji Golak;420;lahka neoznačena steza;1 h 45 min
Srednji vrh pri Kozleku;495;lahka označena pot;1 h 25 min
Srednji vrh pri Kozleku;103;lahka označena pot;40 min
Štanjel (Sveti Danijel);147;lahka označena pot;1 h
Stanov rob;131;lahka neoznačena steza;35 min
Stanov rob;280;lahka neoznačena steza;1 h 10 min
Stari grad;253;lahka neoznačena steza;40 min
Stari grad nad Želimljami;245;lahka neoznačena steza;50 min
Stari grad Vipava;137;lahka označena pot;20 min
Stari tabor;193;lahka označena pot;1 h 10 min
Stari tabor;200;lahka označena pot;45 min
Stari tabor;164;lahka označena pot;45 min
Stari tabor;210;lahka označena pot;1 h 15 min
Stari tabor;190;lahka neoznačena steza;50 min
Štivanski log;15;lahka neoznačena steza;20 min
Stjenkova koča na Trstelju;210;lahka označena pot;45 min
Stjenkova koča na Trstelju;400;lahka označena pot;2 h 5 min
Stjenkova koča na Trstelju;230;lahka označena pot;35 min
Stjenkova koča na Trstelju;335;lahka označena pot;1 h 55 min
Stjenkova koča na Trstelju;165;lahka označena pot;30 min
Stjenkova koča na Trstelju;625;lahka označena pot;2 h 55 min
Stjenkova koča na Trstelju;725;lahka označena pot;4 h 5 min
Stjenkova koča na Trstelju;640;lahka označena pot;3 h 5 min
Stol (Črni hribi);675;lahka označena pot;3 h 40 min
Stolovec;600;lahka označena pot;3 h 15 min
Streliški vrh (Hrušica);500;lahka označena pot;1 h 30 min
Streliški vrh (Hrušica);480;lahka označena pot;1 h 20 min
Strmica;60;lahka neoznačena steza;10 min
Strunjanske soline;100;lahka označena pot;1 h 30 min
Strunjanske soline;20;lahka označena pot;1 h 10 min
Strunjanski križ;15;lahka označena pot;45 min
Strunjanski križ;55;lahka označena pot;20 min
Strunjanski križ;100;lahka označena pot;3 h 30 min
Suhi vrh (Nanos);1000;delno zahtevna označena pot;3 h 25 min
Suhi vrh (Nanos);700;lahka označena pot;2 h 30 min
Suhi vrh (Nanos);700;lahka označena pot;2 h 15 min
Suhi vrh (Nanos);785;lahka označena pot;4 h
Suhi vrh (Nanos);700;lahka označena pot;3 h 40 min
Suhi vrh (Nanos);625;lahka označena pot;3 h 25 min
Suhi vrh (Nanos);700;lahka označena pot;3 h 55 min
Suhi vrh (Nanos);625;lahka označena pot;3 h 10 min
Suhi vrh (Nanos);1065;lahka označena pot;4 h 25 min
Suhi vrh (Nanos);1065;lahka označena pot;4 h 10 min
Sv. Katarina nad Novokračinami;80;lahka označena pot;30 min
Sv. Katarina nad Novokračinami;140;lahka neoznačena steza;40 min
Sveta Ana;192;lahka označena pot;30 min
Sveta Ana;184;lahka označena pot;30 min
Sveta Ana;84;lahka označena pot;20 min
Sveta Ana (Razguri);400;lahka neoznačena steza;2 h
Sveta Barbara (Ravnik pri Hotedršici);180;lahka označena pot;35 min
Sveta Gora;361;lahka označena pot;55 min
Sveta Gora;370;delno zahtevna označena pot;1 h
Sveta Gora;361;lahka označena pot;1 h
Sveta Gora;381;lahka neoznačena steza, lahka označena pot;1 h 20 min
Sveta Gora;395;lahka označena pot;1 h 15 min
Sveta Gora;400;lahka označena pot;1 h 25 min
Sveta Gora;400;lahka označena pot;1 h 30 min
Sveta Gora;630;lahka označena pot;2 h 5 min
Sveta Gora;820;lahka neoznačena steza;3 h 5 min
Sveta Gora;855;lahka neoznačena steza;3 h 15 min
Sveta Gora;410;lahka označena pot;1 h 30 min
Sveta Gora;755;lahka neoznačena steza;2 h 55 min
Sveta Gora;400;lahka neoznačena steza;1 h 15 min
Sveta Marija Magdalena (Gore);195;lahka označena pot;1 h
Sveta Marija Magdalena (Gore);200;lahka označena pot;1 h 10 min
Sveta Marija na Planinski gori;262;lahka neoznačena steza;40 min
Sveta Marija na Planinski gori;250;lahka neoznačena steza;1 h 15 min
Sveta Marija na Planinski gori;324;lahka neoznačena steza;45 min
Sveta Marija na Planinski gori;324;lahka neoznačena steza;45 min
Sveta Trojica;486;lahka označena pot;1 h 20 min
Sveta Trojica;286;lahka označena pot;45 min
Sveta Trojica;600;lahka označena pot;2 h 15 min
Sveta Trojica;525;lahka označena pot;2 h 40 min
Sveti Ambrož (Tabor);160;lahka neoznačena steza;45 min
Sveti Ambrož (Tabor);160;lahka neoznačena steza;50 min
Sveti Bric (Nanos);301;lahka označena pot;45 min
Sveti Bric (Nanos);385;lahka neoznačena steza;1 h 30 min
Sveti Duh (Hrušica);423;lahka označena pot;1 h 15 min
Sveti Duh (Hrušica);600;lahka označena pot;2 h 15 min
Sveti Duh (Pedrovo);290;lahka označena pot;1 h
Sveti Duh (Pedrovo);305;lahka označena pot;1 h 10 min
Sveti Duh (Sveti Peter);250;lahka označena pot;1 h 15 min
Sveti Duh (Sveti Peter);275;lahka označena pot;1 h 30 min
Sveti Gregor na Dobravici;122;lahka neoznačena steza;25 min
Sveti Gregor na Slemenih;260;lahka označena pot;1 h 10 min
Sveti Hieronim;270;lahka označena pot;1 h 15 min
Sveti Hieronim;445;lahka označena pot;1 h 50 min
Sveti Hieronim;720;lahka označena pot;2 h 15 min
Sveti Hieronim;795;lahka označena pot;2 h 30 min
Sveti Hieronim;795;lahka označena pot;2 h 30 min
Sveti Hieronim;870;lahka označena pot;3 h 15 min
Sveti Hieronim;875;lahka označena pot;3 h 15 min
Sveti Janez Krstnik (Goropeke);210;lahka označena pot;40 min
Sveti Jožef (Mlečnik);55;lahka neoznačena steza;15 min
Sveti Kvirik;225;lahka označena pot;1 h 15 min
Sveti Kvirik;150;lahka označena pot;1 h 20 min
Sveti Kvirin na Paljevem;310;lahka neoznačena steza;1 h 5 min
Sveti Kvirin na Paljevem;236;lahka neoznačena steza;55 min
Sveti Lenart (Krvava Peč);700;delno zahtevna označena pot;3 h
Sveti Lenart (Krvava Peč);150;lahka označena pot;1 h 30 min
Sveti Lenart (Krvava Peč);50;lahka označena pot;1 h
Sveti Lenart (Krvava Peč);200;lahka označena pot;2 h 15 min
Sveti Lenart (Krvava Peč);200;lahka neoznačena steza;2 h 15 min
Sveti Lovrenc (Jezero);39;lahka neoznačena steza;5 min
Sveti Martin (Šilentabor);253;lahka označena pot;55 min
Sveti Martin (Šilentabor);300;lahka neoznačena steza;2 h
Sveti Martin (Šilentabor);230;lahka neoznačena steza;1 h 45 min
Sveti Martin (Šilentabor);157;lahka označena pot;30 min
Sveti Miklavž nad Vipavo;188;lahka označena pot;35 min
Sveti Miklavž nad Vipavo;300;lahka označena pot;1 h 5 min
Sveti Pavel (nad Ročinjem);223;lahka označena pot;45 min
Sveti Pavel (nad Ročinjem);218;lahka označena pot;40 min
Sveti Pavel (nad Ročinjem);212;lahka označena pot;35 min
Sveti Peter (Nad Ajbo);110;lahka neoznačena steza;50 min
Sveti Primož in Felicijan (Osredek);60;lahka označena pot;50 min
Sveti Rupert nad Drago;99;lahka neoznačena steza;20 min
Sveti Socerb (Artviže);115;lahka označena pot;1 h
Sveti Socerb (Artviže);470;lahka označena pot;2 h 15 min
Sveti Socerb (Artviže);275;lahka neoznačena steza;1 h 20 min
Sveti Socerb (Vipavska brda);380;lahka neoznačena steza;1 h 30 min
Sveti Socerb (Vipavska brda);35;lahka neoznačena steza;25 min
Sveti Štefan (Zanigrad);145;lahka označena pot;40 min
Sveti Štefan (Zanigrad);175;lahka neoznačena steza;50 min
Sveti Tomaž (Planinca);282;lahka označena pot;1 h
Sveti Tomaž (Planinca);282;lahka označena pot;50 min
Sveti Tomaž (Planinca);172;lahka označena pot;50 min
Sveti Urh (Zavratec);215;lahka označena pot;2 h
Sveti Urh (Zavratec);180;lahka označena pot;1 h 30 min
Sveti Urh (Zavratec);200;lahka označena pot;1 h 40 min
Sveti Vid (Vidovska planota);120;lahka označena pot;1 h 10 min
Sveti Vid (Vidovska planota);150;lahka označena pot;1 h 30 min
Sveti Vid (Vidovska planota);115;lahka označena pot;1 h 30 min
Tinjan;317;lahka označena pot;1 h
Tinjan;335;lahka označena pot;1 h 20 min
Tinjan;210;lahka označena pot;50 min
Tinjan;350;lahka označena pot;1 h 30 min
Tinjan;300;lahka označena pot;1 h 15 min
Tinjan;290;lahka neoznačena steza;1 h 10 min
Trenk;100;lahka označena pot;1 h 15 min
Tri učke;315;lahka neoznačena steza;2 h 15 min
Tri učke;175;lahka neoznačena steza;1 h 30 min
Tri učke;300;lahka neoznačena steza;1 h 50 min
Trinški vrh;175;lahka označena pot;1 h
Trinški vrh;230;lahka označena pot;55 min
Trstelj;243;lahka označena pot;50 min
Trstelj;263;lahka označena pot;40 min
Trstelj;400;lahka označena pot;2 h
Trstelj;200;lahka označena pot;35 min
Trstelj;725;lahka označena pot;4 h
Trstelj;600;lahka označena pot;2 h
Trstelj;370;lahka označena pot;2 h
Trstelj;660;lahka označena pot;3 h
Trstelj;675;lahka označena pot;3 h 10 min
Tupla jama;35;lahka neoznačena steza;20 min
Turn;825;lahka označena pot;3 h
Udornica Risnik;85;lahka označena pot;1 h 15 min
Ulovka;301;lahka označena pot;50 min
Ulovka;335;lahka označena pot;1 h 45 min
Ulovka;165;lahka označena pot;50 min
Unška koliševka;144;lahka neoznačena steza;30 min
Vanganelsko jezero;45;lahka označena pot;25 min
Velika Jazbina;361;delno zahtevna označena pot;1 h
Velika ledena jama v Paradani;70;lahka označena pot;35 min
Velika Milanja;199;lahka neoznačena steza;40 min
Velika Plešivica;375;lahka neoznačena steza, lahka označena pot;2 h
Velika Plešivica;148;lahka označena pot;25 min
Velika Špička;315;lahka označena pot;45 min
Velika Špička;350;lahka označena pot;1 h
Velika Špička;350;lahka označena pot;1 h
Velika Špička;115;lahka neoznačena steza;30 min
Veliki Gradež;275;lahka označena pot;1 h 30 min
Veliki Gradež;350;lahka označena pot;2 h 35 min
Veliki Gradež;160;lahka označena pot;45 min
Veliki hrib (kota 526);215;lahka označena pot;35 min
Veliki Javornik (Javorniki);718;lahka označena pot;2 h
Veliki Javornik (Javorniki);380;lahka označena pot;1 h 30 min
Veliki Javornik (Javorniki);630;lahka označena pot;2 h 20 min
Veliki Medvejk / Monte Orsario;119;lahka označena pot;2 h 30 min
Veliki Modrasovec;333;lahka označena pot;1 h 20 min
Veliki Modrasovec;478;lahka označena pot;1 h 35 min
Veliki Modrasovec;1200;lahka označena pot;2 h 50 min
Veliki Modrasovec;585;lahka označena pot;1 h 50 min
Veliki Modrasovec;1135;lahka označena pot;2 h 50 min
Veliki Modrasovec;1035;lahka označena pot;3 h 5 min
Veliki Modrasovec;1068;lahka označena pot;2 h 35 min
Veliki Rob;900;lahka označena pot;3 h
Veliki Rob;265;lahka označena pot;40 min
Veliki Rob;575;lahka označena pot;3 h
Veliki Rob;925;lahka označena pot;2 h 50 min
Veliki Rob;1270;lahka označena pot;4 h 15 min
Veliki Rob;975;lahka označena pot;3 h 10 min
Veliki Rob;1050;lahka označena pot;3 h 30 min
Veliki Rob;1080;lahka označena pot;3 h 35 min
Veliki Rob;620;delno zahtevna označena pot;3 h
Veliki Rob;1300;lahka neoznačena steza;4 h 20 min
Veliki vrh (Črni hribi);300;lahka označena pot;1 h 30 min
Veliki vrh (Črni hribi);215;lahka neoznačena steza;1 h 15 min
Veliki vrh (nad Lomom);530;lahka označena pot;2 h 40 min
Veliki vrh (nad Lomom);355;lahka označena pot;1 h 30 min
Veliki vrh (nad Lomom);400;lahka označena pot;1 h 50 min
Veliki vrh (nad Lomom);930;lahka označena pot;3 h 15 min
Veliko Cerje;33;lahka označena pot;5 min
Veliko Cerje;135;lahka neoznačena steza;1 h 15 min
Veliko Cerje;250;lahka neoznačena steza;1 h 55 min
Veliko Gradišče;262;lahka označena pot;45 min
Veliko Gradišče;300;lahka označena pot;1 h
Vitovski hrib;250;lahka označena pot;40 min
Vitovski hrib;204;lahka označena pot;30 min
Vitovski hrib;244;lahka označena pot;40 min
Vitovski hrib;535;lahka neoznačena steza;1 h 55 min
Vitovsko jezero;85;lahka označena pot;20 min
Vodice;150;lahka označena pot;45 min
Vodice;351;lahka neoznačena steza, lahka označena pot;1 h 20 min
Vodice;520;delno zahtevna označena pot;1 h 45 min
Vodice;370;lahka označena pot;1 h 30 min
Vodice;385;lahka neoznačena steza;1 h 30 min
Vodice;575;lahka označena pot;2 h
Vodice;595;lahka označena pot;2 h 5 min
Vodice;650;lahka neoznačena steza;2 h 20 min
Vodice;580;lahka neoznačena steza;2 h 10 min
Vodice;680;lahka neoznačena steza;2 h 30 min
Vodice;375;lahka neoznačena steza;1 h 15 min
Vojkova koča na Nanosu;665;lahka označena pot;2 h 20 min
Vojkova koča na Nanosu;665;delno zahtevna označena pot;1 h 45 min
Vojkova koča na Nanosu;500;lahka označena pot;1 h 45 min
Vojkova koča na Nanosu;380;lahka označena pot;2 h
Vojkova koča na Nanosu;651;lahka označena pot;1 h 45 min
Vojkova koča na Nanosu;650;lahka označena pot;2 h 15 min
Vojkova koča na Nanosu;1150;zelo zahtevna označena pot;4 h 30 min
Vojkova koča na Nanosu;665;lahka neoznačena steza;2 h
Vojkova koča na Nanosu;1150;zahtevna označena pot;4 h 30 min
Vojkova koča na Nanosu;1075;lahka označena pot;3 h 45 min
Vojkova koča na Nanosu;940;lahka označena pot;2 h 45 min
Vojkova koča na Nanosu;600;lahka označena pot;4 h 30 min
Vojkova koča na Nanosu;1100;lahka označena pot;3 h 45 min
Vojkova koča na Nanosu;1015;lahka označena pot;3 h
Vojkova koča na Nanosu;1015;lahka označena pot;3 h
Vojkova koča na Nanosu;740;lahka neoznačena steza, lahka označena pot;3 h
Volnik;350;lahka označena pot;1 h 30 min
Volovja reber;150;lahka neoznačena steza;1 h
Vremščica;500;lahka označena pot;1 h 45 min
Vremščica;427;lahka označena pot;1 h 30 min
Vremščica;375;lahka označena pot;1 h 15 min
Vremščica;500;lahka označena pot;2 h
Vremščica;535;lahka označena pot;1 h 40 min
Vremščica;750;lahka označena pot;3 h 15 min
Vremščica;600;lahka označena pot;2 h
Vremščica;637;lahka označena pot;2 h 30 min
Vrh;180;lahka neoznačena steza;45 min
Vrh križa;135;lahka označena pot;40 min
Vrh križa;225;lahka označena pot;1 h 35 min
Vrh križa;415;lahka označena pot;3 h 25 min
Vrh Skopice;175;lahka označena pot;1 h 20 min
Vrh Skopice;260;lahka neoznačena steza;50 min
Vrh Svetih Treh Kraljev;176;lahka označena pot;45 min
Vrh Svetih Treh Kraljev;350;lahka označena pot;1 h 25 min
Vrh Svetih Treh Kraljev;203;lahka označena pot;45 min
Vrh Svetih Treh Kraljev;350;lahka označena pot;1 h 30 min
Vrh Svetih Treh Kraljev;176;lahka označena pot;40 min
Vrh Svetih Treh Kraljev;511;lahka označena pot;2 h 30 min
Vrh Svetih Treh Kraljev;176;lahka označena pot;45 min
Vrh Svetih Treh Kraljev;260;lahka označena pot;1 h 40 min
Vrh Svetih Treh Kraljev;285;lahka označena pot;1 h 25 min
Vrtovka;450;lahka označena pot;2 h 20 min
Žalostna gora pri Preserju;100;lahka označena pot;30 min
Žalostna gora pri Preserju;77;lahka neoznačena steza;10 min
Zavetišče na Koradi;703;lahka označena pot;2 h 20 min
Zavetišče na Koradi;603;lahka označena pot;2 h 20 min
Zidovnik (Sedovnik);215;lahka neoznačena steza;1 h
Zjat;137;delno zahtevna označena pot;25 min
Zjat;340;delno zahtevna označena pot;1 h 40 min
Zjat;355;lahka neoznačena steza, delno zahtevna označena pot;1 h 5 min
Zjat;150;lahka neoznačena steza;1 h 20 min
Zjat;55;lahka označena pot;25 min
Županov vrh;210;lahka neoznačena steza;35 min
Županov vrh;150;lahka neoznačena steza;50 min
Županov vrh;210;lahka neoznačena steza;35 min
Županov vrh;193;lahka neoznačena steza;1 h
Županov vrh;220;lahka neoznačena steza;50 min
Županov vrh;215;lahka neoznačena steza;45 min
Ablanca;664;zahtevna neoznačena steza;2 h 20 min
Ablanca;700;zahtevna neoznačena steza;3 h 30 min
Ablanca;700;zahtevna neoznačena steza;2 h 40 min
Ablanca;1025;zahtevna neoznačena steza;3 h 35 min
Ablanca;840;zahtevna neoznačena steza;2 h 55 min
Ablanca;955;zahtevna neoznačena steza;3 h 15 min
Ablanca;1455;zahtevna neoznačena steza;4 h 40 min
Ablanca;1130;zahtevna neoznačena steza;3 h 35 min
Ablanca;1635;zahtevna neoznačena steza;5 h
Adam;865;lahko brezpotje;3 h 10 min
Ajdovski gradec;60;lahka označena pot;20 min
Ajdovski gradec;75;lahka neoznačena steza;40 min
Aljažev dom v Vratih;300;lahka označena pot;2 h
Batognica;1173;delno zahtevna označena pot;3 h 20 min
Batognica;1173;lahka označena pot;4 h
Batognica;1464;delno zahtevna označena pot;4 h 50 min
Batognica;1385;lahka označena pot;4 h 40 min
Batognica;1464;lahka neoznačena steza;4 h 45 min
Batognica;1765;lahka označena pot;7 h 5 min
Batognica;1770;lahka označena pot;6 h
Batognica;1162;delno zahtevna označena pot;3 h 15 min
Batognica;1780;lahka označena pot;5 h 45 min
Bavški Grintavec;1847;zahtevna označena pot;5 h 30 min
Bavški Grintavec;1447;zelo zahtevna označena pot;4 h 30 min
Bavški Grintavec;1460;zelo zahtevna označena pot;4 h 45 min
Bedančev dom;306;lahka označena pot;50 min
Begunjski vrh;1511;delno zahtevna označena pot;4 h 30 min
Begunjski vrh;1446;zelo zahtevna označena pot;4 h 50 min
Begunjski vrh;1446;zahtevna označena pot;5 h
Begunjski vrh;1520;lahko brezpotje;4 h 30 min
Begunjski vrh;1330;zahtevna označena pot;6 h 30 min
Begunjski vrh;1640;lahka označena pot;5 h 45 min
Bela glava;800;lahko brezpotje;3 h
Belopotoški slap;30;lahka neoznačena steza;20 min
Belska planina;20;lahka označena pot;15 min
Belska planina;400;lahka neoznačena steza;1 h 55 min
Belska planina;235;lahka neoznačena steza;1 h 55 min
Belska planina;780;lahka neoznačena steza;3 h 30 min
Berjanca;405;lahka neoznačena steza;1 h 35 min
Berjanca;125;lahka neoznačena steza;1 h
Berjanca;810;lahka označena pot;3 h 10 min
Berjanca;825;lahka označena pot;2 h 55 min
Berjanca;205;lahka neoznačena steza;1 h
Bivak Hlek;991;lahka označena pot;2 h 15 min
Bivak Hlek;884;lahka označena pot;2 h
Bivak na Črniku;607;lahka označena pot;1 h 45 min
Bivak na Jezerih;1177;zahtevna neoznačena steza;4 h
